"sheet","id","status","label","evidence_count","evidence_files","memo"
"A","A-110","未実施","Win Firefox / index.asp / ブラウザズーム200%","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-111","未実施","Win Firefox / index.asp / 文字エンコード","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-112","未実施","Win Firefox / index.asp / 長文・端値表示","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-113","未実施","Win Firefox / index.asp / フォント・行間","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-114","未実施","Win Firefox / index.asp / 画像欠落時(alt)","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-115","未実施","Win Firefox / main.asp / ブレークポイント表示","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-116","未実施","Win Firefox / main.asp / 横スクロール発生なし","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-117","未実施","Win Firefox / main.asp / ヘッダ画像の追従","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-118","未実施","Win Firefox / main.asp / パンくずの折返し","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-119","未実施","Win Firefox / main.asp / テーブルのレスポンシブ化","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-120","未実施","Win Firefox / main.asp / ボタン配置(action-row)","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-121","未実施","Win Firefox / main.asp / タップターゲット","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-122","未実施","Win Firefox / main.asp / フォーム入力域(select)","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-123","未実施","Win Firefox / main.asp / 縦/横画面切替","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-124","未実施","Win Firefox / main.asp / ブラウザズーム200%","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-125","未実施","Win Firefox / main.asp / 文字エンコード","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-126","未実施","Win Firefox / main.asp / 長文・端値表示","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-127","未実施","Win Firefox / main.asp / フォント・行間","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-128","未実施","Win Firefox / main.asp / 画像欠落時(alt)","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-129","未実施","Win Firefox / reserve.asp / ブレークポイント表示","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-130","未実施","Win Firefox / reserve.asp / 横スクロール発生なし","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-131","未実施","Win Firefox / reserve.asp / ヘッダ画像の追従","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-132","未実施","Win Firefox / reserve.asp / パンくずの折返し","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-133","未実施","Win Firefox / reserve.asp / テーブルのレスポンシブ化","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-134","未実施","Win Firefox / reserve.asp / カレンダー表示","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-135","未実施","Win Firefox / reserve.asp / ボタン配置(action-row)","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-136","未実施","Win Firefox / reserve.asp / タップターゲット","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-137","未実施","Win Firefox / reserve.asp / 縦/横画面切替","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-138","未実施","Win Firefox / reserve.asp / ブラウザズーム200%","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-139","未実施","Win Firefox / reserve.asp / 文字エンコード","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-140","未実施","Win Firefox / reserve.asp / 長文・端値表示","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-141","未実施","Win Firefox / reserve.asp / フォント・行間","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-142","未実施","Win Firefox / reserve.asp / 画像欠落時(alt)","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-143","合格","Win Firefox / error.asp / ブレークポイント表示","6","test_evidence/A_error_WinFirefox_320.png ; test_evidence/A_error_WinFirefox_375.png ; test_evidence/A_error_WinFirefox_768.png ; test_evidence/A_error_WinFirefox_1024.png ; test_evidence/A_error_WinFirefox_1280.png ; test_evidence/A_error_WinFirefox_1920.png","Firefox 既存証跡で 320/375/768/1024/1280/1920px の error.asp 表示を確認。レイアウト崩れ・要素重なりなし。evidence: A_error_WinFirefox_320.png / A_error_WinFirefox_375.png / A_error_WinFirefox_768.png / A_error_WinFirefox_1024.png / A_error_WinFirefox_1280.png / A_error_WinFirefox_1920.png"
"A","A-144","合格","Win Firefox / error.asp / 横スクロール発生なし","6","test_evidence/A_error_WinFirefox_320.png ; test_evidence/A_error_WinFirefox_375.png ; test_evidence/A_error_WinFirefox_768.png ; test_evidence/A_error_WinFirefox_1024.png ; test_evidence/A_error_WinFirefox_1280.png ; test_evidence/A_error_WinFirefox_1920.png","Firefox 既存証跡で 320/375/768/1024/1280/1920px の error.asp を確認。意図しない横スクロールなし。evidence: A_error_WinFirefox_320.png / A_error_WinFirefox_375.png / A_error_WinFirefox_768.png / A_error_WinFirefox_1024.png / A_error_WinFirefox_1280.png / A_error_WinFirefox_1920.png"
"A","A-145","合格","Win Firefox / error.asp / ヘッダ画像の追従","3","test_evidence/bugfix_metrics_20260615.json ; test_evidence/A_error_WinFirefox_375.png ; test_evidence/A_error_WinFirefox_1280.png","Firefox 768px / 900px のヘッダー矩形確認で imageExceedsHeader=false。375px / 1280px の表示も問題なし。evidence: bugfix_metrics_20260615.json / A_error_WinFirefox_375.png / A_error_WinFirefox_1280.png"
"A","A-146","合格","Win Firefox / error.asp / ボタン配置(action-row)","2","test_evidence/A_error_WinFirefox_375.png ; test_evidence/A_error_WinFirefox_1280.png","Firefox 375px / 1280px の error.asp で action-row のボタン配置に崩れなし。evidence: A_error_WinFirefox_375.png / A_error_WinFirefox_1280.png"
"A","A-147","保留","Win Firefox / error.asp / タップターゲット","0","","Firefox の error.asp について 44px 以上のタップターゲット実測証跡が不足しているため保留。加えて 2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe の spawn が EPERM で拒否され、追加実測を再実行できない。テストコード不具合ではなく実行環境制限による環境ブロッカー。"
"A","A-148","合格","Win Firefox / error.asp / 縦/横画面切替","2","test_evidence/A_error_WinFirefox_rotate_375x667.png ; test_evidence/A_error_WinFirefox_rotate_667x375.png","Firefox 回転証跡で 375x667 / 667x375 ともに error.asp のレイアウト維持を確認。evidence: A_error_WinFirefox_rotate_375x667.png / A_error_WinFirefox_rotate_667x375.png"
"A","A-149","合格","Win Firefox / error.asp / ブラウザズーム200%","1","test_evidence/A_error_WinFirefox_zoom200.png","Firefox 200% zoom 証跡でテキストの重なり・見切れなし。evidence: A_error_WinFirefox_zoom200.png"
"A","A-150","合格","Win Firefox / error.asp / 文字エンコード","1","test_evidence/A_error_WinFirefox_codepage_375.png","Firefox codepage 証跡で Shift_JIS 日本語表示に文字化けなし。evidence: A_error_WinFirefox_codepage_375.png"
"A","A-151","未実施","Win Firefox / error.asp / 長文・端値表示","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-152","未実施","Win Firefox / error.asp / フォント・行間","0","","Firefox本体はPowerShellから起動可能だが、2026/06/17 の切り分けで Codex/VS Code 経由の Node プロセスから Firefox.exe を spawn すると EPERM で拒否されることを確認。テストコード不具合ではなく実行環境制限による環境ブロッカーのため再実施不可。evidence: _ff_launch_probe.mjs / Node spawnSync Firefox --version / PowerShell Firefox --version"
"A","A-153","合格","Win Firefox / error.asp / 画像欠落時(alt)","1","test_evidence/A_error_WinFirefox_imagesDisabled_375.png","Firefox images disabled 証跡で alt テキスト表示を確認。evidence: A_error_WinFirefox_imagesDisabled_375.png"
"A","A-154","対象外","macOS Safari / index.asp / ブレークポイント表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-155","対象外","macOS Safari / index.asp / 横スクロール発生なし","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-156","対象外","macOS Safari / index.asp / ヘッダ画像の追従","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-157","対象外","macOS Safari / index.asp / パンくずの折返し","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-158","対象外","macOS Safari / index.asp / ボタン配置(action-row)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-159","対象外","macOS Safari / index.asp / タップターゲット","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-160","対象外","macOS Safari / index.asp / 縦/横画面切替","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-161","対象外","macOS Safari / index.asp / ブラウザズーム200%","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-162","未実施","macOS Safari / index.asp / 文字エンコード","0","","ソース基準: CodePage=932 / Session.CodePage=932 / meta charset=shift_jis あり。表示確認は要ログインのため未実施。"
"A","A-163","対象外","macOS Safari / index.asp / 長文・端値表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-164","対象外","macOS Safari / index.asp / フォント・行間","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-165","対象外","macOS Safari / index.asp / 画像欠落時(alt)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-166","対象外","macOS Safari / main.asp / ブレークポイント表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-167","対象外","macOS Safari / main.asp / 横スクロール発生なし","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-168","対象外","macOS Safari / main.asp / ヘッダ画像の追従","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-169","対象外","macOS Safari / main.asp / パンくずの折返し","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-170","対象外","macOS Safari / main.asp / テーブルのレスポンシブ化","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-171","対象外","macOS Safari / main.asp / ボタン配置(action-row)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-172","対象外","macOS Safari / main.asp / タップターゲット","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-173","対象外","macOS Safari / main.asp / フォーム入力域(select)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-174","対象外","macOS Safari / main.asp / 縦/横画面切替","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-175","対象外","macOS Safari / main.asp / ブラウザズーム200%","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-176","未実施","macOS Safari / main.asp / 文字エンコード","0","","ソース基準: CodePage=932 / Session.CodePage=932 / meta charset=shift_jis あり。表示確認は要ログインのため未実施。"
"A","A-177","対象外","macOS Safari / main.asp / 長文・端値表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-178","対象外","macOS Safari / main.asp / フォント・行間","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-179","対象外","macOS Safari / main.asp / 画像欠落時(alt)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-180","対象外","macOS Safari / reserve.asp / ブレークポイント表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-181","対象外","macOS Safari / reserve.asp / 横スクロール発生なし","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-182","対象外","macOS Safari / reserve.asp / ヘッダ画像の追従","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-183","対象外","macOS Safari / reserve.asp / パンくずの折返し","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-184","対象外","macOS Safari / reserve.asp / テーブルのレスポンシブ化","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-185","対象外","macOS Safari / reserve.asp / カレンダー表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-186","対象外","macOS Safari / reserve.asp / ボタン配置(action-row)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-187","対象外","macOS Safari / reserve.asp / タップターゲット","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-188","対象外","macOS Safari / reserve.asp / 縦/横画面切替","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-189","対象外","macOS Safari / reserve.asp / ブラウザズーム200%","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-190","未実施","macOS Safari / reserve.asp / 文字エンコード","0","","ソース基準: CodePage=932 / Session.CodePage=932 / meta charset=shift_jis を追加済み。表示確認は要ログインのため未実施。"
"A","A-191","対象外","macOS Safari / reserve.asp / 長文・端値表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-192","対象外","macOS Safari / reserve.asp / フォント・行間","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-193","対象外","macOS Safari / reserve.asp / 画像欠落時(alt)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-194","対象外","macOS Safari / error.asp / ブレークポイント表示","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-195","対象外","macOS Safari / error.asp / 横スクロール発生なし","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-196","対象外","macOS Safari / error.asp / ヘッダ画像の追従","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-197","対象外","macOS Safari / error.asp / ボタン配置(action-row)","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-198","対象外","macOS Safari / error.asp / タップターゲット","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-199","対象外","macOS Safari / error.asp / 縦/横画面切替","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-200","対象外","macOS Safari / error.asp / ブラウザズーム200%","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-201","未実施","macOS Safari / error.asp / 文字エンコード","0","","ソース基準: CodePage=932 / Session.CodePage=932 / meta charset=shift_jis を追加済み。表示証拠: "
"A","A-202","対象外","macOS Safari / error.asp / 長文・端値表示","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-203","対象外","macOS Safari / error.asp / フォント・行間","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-204","対象外","macOS Safari / error.asp / 画像欠落時(alt)","0","","実機/OSが無いため対象外。Chromiumによる代替合格はしない。"
"A","A-205","対象外","iOS Safari / index.asp / ブレークポイント表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-206","対象外","iOS Safari / index.asp / 横スクロール発生なし","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-207","対象外","iOS Safari / index.asp / ヘッダ画像の追従","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-208","対象外","iOS Safari / index.asp / パンくずの折返し","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-209","対象外","iOS Safari / index.asp / ボタン配置(action-row)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-210","対象外","iOS Safari / index.asp / タップターゲット","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-211","対象外","iOS Safari / index.asp / 縦/横画面切替","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-212","対象外","iOS Safari / index.asp / ブラウザズーム200%","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-213","未実施","iOS Safari / index.asp / 文字エンコード","0","","ソース基準: CodePage=932 / Session.CodePage=932 / meta charset=shift_jis あり。表示確認は要ログインのため未実施。"
"A","A-214","対象外","iOS Safari / index.asp / 長文・端値表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-215","対象外","iOS Safari / index.asp / フォント・行間","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-216","対象外","iOS Safari / index.asp / 画像欠落時(alt)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-217","対象外","iOS Safari / main.asp / ブレークポイント表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-218","対象外","iOS Safari / main.asp / 横スクロール発生なし","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-219","対象外","iOS Safari / main.asp / ヘッダ画像の追従","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-220","対象外","iOS Safari / main.asp / パンくずの折返し","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-221","対象外","iOS Safari / main.asp / テーブルのレスポンシブ化","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-222","対象外","iOS Safari / main.asp / ボタン配置(action-row)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-223","対象外","iOS Safari / main.asp / タップターゲット","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-224","対象外","iOS Safari / main.asp / フォーム入力域(select)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-225","対象外","iOS Safari / main.asp / 縦/横画面切替","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-226","対象外","iOS Safari / main.asp / ブラウザズーム200%","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-227","未実施","iOS Safari / main.asp / 文字エンコード","0","","ソース基準: CodePage=932 / Session.CodePage=932 / meta charset=shift_jis あり。表示確認は要ログインのため未実施。"
"A","A-228","対象外","iOS Safari / main.asp / 長文・端値表示","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-229","対象外","iOS Safari / main.asp / フォント・行間","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
"A","A-230","対象外","iOS Safari / main.asp / 画像欠落時(alt)","0","","この実行環境に実機/OSが無いため対象外。提出前に実機確認が必要。"
